season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2021.0,1254076,CSK v RCB,CSK,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,KA Jamieson,Kyle Jamieson,3,0,31,0,10.33,5,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/625960.html
2021.0,1254076,CSK v RCB,CSK,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,YS Chahal,Yuzvendra Chahal,3,0,24,1,8.00,8,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2021.0,1254076,CSK v RCB,CSK,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,NA Saini,Navdeep Saini,2,0,27,0,13.50,1,3,1,0,1,False,https://www.espncricinfo.com/ci/content/player/700167.html
2021.0,1254076,CSK v RCB,CSK,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,HV Patel,Harshal Patel,4,0,51,3,12.75,9,2,5,1,1,False,https://www.espncricinfo.com/ci/content/player/390481.html
2021.0,1254076,CSK v RCB,CSK,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,DT Christian,Dan Christian,2,0,12,0,6.00,5,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/4864.html
2021.0,1254076,CSK v RCB,CSK,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,Washington Sundar,Washington Sundar,2,0,13,0,6.50,7,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/719715.html
2021.0,1254076,CSK v RCB,CSK,RCB,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,DL Chahar,Deepak Chahar,2,0,25,0,12.50,4,5,0,2,0,False,https://www.espncricinfo.com/ci/content/player/447261.html
2021.0,1254076,CSK v RCB,CSK,RCB,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,SM Curran,Sam Curran,4,0,35,1,8.75,9,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2021.0,1254076,CSK v RCB,CSK,RCB,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,SN Thakur,Shardul Thakur,4,0,11,1,2.75,17,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2021.0,1254076,CSK v RCB,CSK,RCB,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,4,1,13,3,3.25,15,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/234675.html
2021.0,1254076,CSK v RCB,CSK,RCB,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,Imran Tahir,Imran Tahir,4,0,16,2,4.00,14,1,0,2,0,False,https://www.espncricinfo.com/ci/content/player/40618.html
2021.0,1254076,CSK v RCB,CSK,RCB,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,DJ Bravo,Dwayne Bravo,2,0,19,0,9.50,4,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/51439.html
2021.0,1254075,RR v KKR,RR,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,JD Unadkat,Jaydev Unadkat,4,0,25,1,6.25,11,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2021.0,1254075,RR v KKR,RR,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,C Sakariya,Chetan Sakariya,4,0,31,1,7.75,8,3,0,4,1,False,https://www.espncricinfo.com/ci/content/player/1131754.html
2021.0,1254075,RR v KKR,RR,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,22,1,5.50,13,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2021.0,1254075,RR v KKR,RR,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,CH Morris,Chris Morris,4,0,23,4,5.75,18,0,3,1,0,False,https://www.espncricinfo.com/ci/content/player/439952.html
2021.0,1254075,RR v KKR,RR,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,R Tewatia,Rahul Tewatia,3,0,24,0,8.00,4,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/423838.html
2021.0,1254075,RR v KKR,RR,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,S Dube,Shivam Dube,1,0,5,0,5.00,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/714451.html
2021.0,1254075,RR v KKR,RR,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,2,Shivam Mavi,Shivam Mavi,4,0,19,1,4.75,17,3,0,3,0,False,https://www.espncricinfo.com/ci/content/player/1079848.html
2021.0,1254075,RR v KKR,RR,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,2,PJ Cummins,Pat Cummins,3.5,0,36,0,9.39,4,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/489889.html
2021.0,1254075,RR v KKR,RR,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,2,CV Varun,Varun Chakravarthy,4,0,32,2,8.00,8,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2021.0,1254075,RR v KKR,RR,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,2,SP Narine,Sunil Narine,4,0,20,0,5.00,11,0,1,0,1,False,https://www.espncricinfo.com/ci/content/player/230558.html
2021.0,1254075,RR v KKR,RR,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,2,M Prasidh Krishna,Prasidh Krishna,3,0,20,1,6.66,8,2,0,2,0,False,https://www.espncricinfo.com/ci/content/player/917159.html
2021.0,1254074,PBKS v MI,PBKS,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,MC Henriques,Moises Henriques,3,0,12,0,4.00,9,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/5961.html
2021.0,1254074,PBKS v MI,PBKS,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,DJ Hooda,Deepak Hooda,3,0,15,1,5.00,9,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2021.0,1254074,PBKS v MI,PBKS,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Mohammed Shami,Mohammed Shami,4,0,21,2,5.25,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2021.0,1254074,PBKS v MI,PBKS,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Ravi Bishnoi,Ravi Bishnoi,4,0,21,2,5.25,10,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2021.0,1254074,PBKS v MI,PBKS,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,FA Allen,Fabian Allen,3,0,30,0,10.00,2,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/670013.html
2021.0,1254074,PBKS v MI,PBKS,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Arshdeep Singh,Arshdeep Singh,3,0,28,1,9.33,7,1,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2021.0,1254074,PBKS v MI,PBKS,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,TA Boult,Trent Boult,2.4,0,30,0,11.25,7,3,2,0,1,False,https://www.espncricinfo.com/ci/content/player/277912.html
2021.0,1254074,PBKS v MI,PBKS,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,KH Pandya,Krunal Pandya,3,0,31,0,10.33,7,4,1,3,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2021.0,1254074,PBKS v MI,PBKS,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,JJ Bumrah,Jasprit Bumrah,3,0,21,0,7.00,9,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2021.0,1254074,PBKS v MI,PBKS,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,RD Chahar,Rahul Chahar,4,0,19,1,4.75,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2021.0,1254074,PBKS v MI,PBKS,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,J Yadav,Jayant Yadav,4,0,20,0,5.00,16,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/447587.html
2021.0,1254074,PBKS v MI,PBKS,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,KA Pollard,Kieron Pollard,1,0,11,0,11.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/230559.html
2021.0,1254073,RCB v RR,RCB,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mohammed Siraj,Mohammed Siraj,4,0,27,3,6.75,16,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2021.0,1254073,RCB v RR,RCB,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,KA Jamieson,Kyle Jamieson,4,0,28,1,7.00,11,2,1,2,0,False,https://www.espncricinfo.com/ci/content/player/625960.html
2021.0,1254073,RCB v RR,RCB,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,KW Richardson,Kane Richardson,3,0,29,1,9.66,5,5,0,1,0,False,https://www.espncricinfo.com/ci/content/player/272262.html
2021.0,1254073,RCB v RR,RCB,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,YS Chahal,Yuzvendra Chahal,2,0,18,0,9.00,5,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2021.0,1254073,RCB v RR,RCB,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,Washington Sundar,Washington Sundar,3,0,23,1,7.66,4,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/719715.html
2021.0,1254073,RCB v RR,RCB,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,HV Patel,Harshal Patel,4,0,47,3,11.75,8,6,2,3,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2021.0,1254073,RCB v RR,RCB,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,S Gopal,Shreyas Gopal,3,0,35,0,11.66,6,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/344580.html
2021.0,1254073,RCB v RR,RCB,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,C Sakariya,Chetan Sakariya,4,0,35,0,8.75,7,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1131754.html
2021.0,1254073,RCB v RR,RCB,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,CH Morris,Chris Morris,3,0,38,0,12.66,2,5,1,0,0,False,https://www.espncricinfo.com/ci/content/player/439952.html
2021.0,1254073,RCB v RR,RCB,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,Mustafizur Rahman,Mustafizur Rahman,3.3,0,34,0,9.71,8,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2021.0,1254073,RCB v RR,RCB,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,R Tewatia,Rahul Tewatia,2,0,23,0,11.50,2,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/423838.html
2021.0,1254073,RCB v RR,RCB,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,R Parag,Riyan Parag,1,0,14,0,14.00,0,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2021.0,1254072,KKR v CSK,KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,CV Varun,Varun Chakravarthy,4,0,27,1,6.75,8,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2021.0,1254072,KKR v CSK,KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,PJ Cummins,Pat Cummins,4,0,58,0,14.50,5,4,4,3,0,False,https://www.espncricinfo.com/ci/content/player/489889.html
2021.0,1254072,KKR v CSK,KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,SP Narine,Sunil Narine,4,0,34,1,8.50,10,4,1,0,1,False,https://www.espncricinfo.com/ci/content/player/230558.html
2021.0,1254072,KKR v CSK,KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,M Prasidh Krishna,Prasidh Krishna,4,0,49,0,12.25,10,4,3,1,2,False,https://www.espncricinfo.com/ci/content/player/917159.html
2021.0,1254072,KKR v CSK,KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,AD Russell,Andre Russell,2,0,27,1,13.50,4,4,1,2,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2021.0,1254072,KKR v CSK,KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,KL Nagarkoti,Kamlesh Nagarkoti,2,0,25,0,12.50,2,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1070188.html
2021.0,1254072,KKR v CSK,KKR,CSK,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,DL Chahar,Deepak Chahar,4,0,29,4,7.25,14,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/447261.html
2021.0,1254072,KKR v CSK,KKR,CSK,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,SM Curran,Sam Curran,4,0,58,1,14.50,10,4,6,1,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2021.0,1254072,KKR v CSK,KKR,CSK,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,L Ngidi,Lungi Ngidi,4,0,28,3,7.00,15,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/542023.html
2021.0,1254072,KKR v CSK,KKR,CSK,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,4,0,33,0,8.25,7,3,1,0,1,False,https://www.espncricinfo.com/ci/content/player/234675.html
2021.0,1254072,KKR v CSK,KKR,CSK,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,SN Thakur,Shardul Thakur,3.1,0,48,0,15.15,5,4,3,5,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Abhishek Sharma,Abhishek Sharma,4,0,24,2,6.00,10,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1070183.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,B Kumar,Bhuvneshwar Kumar,3,0,16,1,5.33,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,KK Ahmed,Khaleel Ahmed,4,0,21,3,5.25,9,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,S Kaul,Siddarth Kaul,3.4,0,27,1,7.36,8,2,1,0,1,False,https://www.espncricinfo.com/ci/content/player/326017.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,V Shankar,Vijay Shankar,1,0,6,0,6.00,3,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/477021.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Rashid Khan,Rashid Khan,4,0,17,1,4.25,11,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,Mohammed Shami,Mohammed Shami,2,0,16,0,8.00,5,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,FA Allen,Fabian Allen,4,1,22,1,5.50,13,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/670013.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,Arshdeep Singh,Arshdeep Singh,3.4,0,31,0,8.45,5,1,1,2,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,MC Henriques,Moises Henriques,1,0,7,0,7.00,4,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/5961.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,M Ashwin,Murugan Ashwin,4,0,22,0,5.50,7,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/528067.html
2021.0,1254071,PBKS v SRH,PBKS,SRH,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,DJ Hooda,Deepak Hooda,4,0,22,0,5.50,12,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2021.0,1254070,DC v MI,DC,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,MP Stoinis,Marcus Stoinis,3,0,20,1,6.66,6,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/325012.html
2021.0,1254070,DC v MI,DC,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,R Ashwin,Ravichandran Ashwin,4,0,31,0,7.75,12,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2021.0,1254070,DC v MI,DC,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,K Rabada,Kagiso Rabada,3,0,25,1,8.33,7,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2021.0,1254070,DC v MI,DC,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,A Mishra,Amit Mishra,4,0,24,4,6.00,11,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/31107.html
2021.0,1254070,DC v MI,DC,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Avesh Khan,Avesh Khan,2,0,15,2,7.50,5,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2021.0,1254070,DC v MI,DC,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Lalit Yadav,Lalit Yadav,4,0,17,1,4.25,7,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2021.0,1254070,DC v MI,DC,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,TA Boult,Trent Boult,4,0,23,0,5.75,13,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2021.0,1254070,DC v MI,DC,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,J Yadav,Jayant Yadav,4,0,25,1,6.25,10,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/447587.html
2021.0,1254070,DC v MI,DC,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,JJ Bumrah,Jasprit Bumrah,4,0,32,1,8.00,7,2,0,2,2,False,https://www.espncricinfo.com/ci/content/player/625383.html
2021.0,1254070,DC v MI,DC,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,KH Pandya,Krunal Pandya,2,0,17,0,8.50,2,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2021.0,1254070,DC v MI,DC,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,RD Chahar,Rahul Chahar,4,0,29,1,7.25,9,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2021.0,1254070,DC v MI,DC,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,KA Pollard,Kieron Pollard,1.1,0,9,1,7.71,3,1,0,0,1,False,https://www.espncricinfo.com/ci/content/player/230559.html
2021.0,1254069,CSK v RR,CSK,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,JD Unadkat,Jaydev Unadkat,4,0,40,0,10.00,7,6,1,0,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2021.0,1254069,CSK v RR,CSK,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,C Sakariya,Chetan Sakariya,4,0,36,3,9.00,9,1,2,3,0,False,https://www.espncricinfo.com/ci/content/player/1131754.html
2021.0,1254069,CSK v RR,CSK,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,37,1,9.25,9,1,2,2,1,False,https://www.espncricinfo.com/ci/content/player/330902.html
2021.0,1254069,CSK v RR,CSK,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,CH Morris,Chris Morris,4,0,33,2,8.25,11,4,1,2,0,False,https://www.espncricinfo.com/ci/content/player/439952.html
2021.0,1254069,CSK v RR,CSK,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,R Tewatia,Rahul Tewatia,3,0,21,1,7.00,8,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/423838.html
2021.0,1254069,CSK v RR,CSK,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,R Parag,Riyan Parag,1,0,16,0,16.00,2,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2021.0,1254069,CSK v RR,CSK,RR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,DL Chahar,Deepak Chahar,3,0,32,0,10.66,7,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/447261.html
2021.0,1254069,CSK v RR,CSK,RR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,SM Curran,Sam Curran,4,0,24,2,6.00,14,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2021.0,1254069,CSK v RR,CSK,RR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,SN Thakur,Shardul Thakur,3,0,20,1,6.66,9,3,0,2,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2021.0,1254069,CSK v RR,CSK,RR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,4,0,28,2,7.00,9,2,1,0,1,False,https://www.espncricinfo.com/ci/content/player/234675.html
2021.0,1254069,CSK v RR,CSK,RR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,DJ Bravo,Dwayne Bravo,3,0,28,1,9.33,8,0,2,5,0,False,https://www.espncricinfo.com/ci/content/player/51439.html
2021.0,1254069,CSK v RR,CSK,RR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,MM Ali,Moeen Ali,3,0,7,3,2.33,11,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2021.0,1254068,DC v PBKS,DC,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,CR Woakes,Chris Woakes,4,0,42,1,10.50,9,5,2,0,1,False,https://www.espncricinfo.com/ci/content/player/247235.html
2021.0,1254068,DC v PBKS,DC,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,LI Meriwala,Lukman Meriwala,3,0,32,1,10.66,6,4,1,0,1,False,https://www.espncricinfo.com/ci/content/player/573930.html
2021.0,1254068,DC v PBKS,DC,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,R Ashwin,Ravichandran Ashwin,4,0,28,0,7.00,7,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2021.0,1254068,DC v PBKS,DC,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,K Rabada,Kagiso Rabada,4,0,43,1,10.75,8,2,4,0,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2021.0,1254068,DC v PBKS,DC,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,Lalit Yadav,Lalit Yadav,1,0,11,0,11.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2021.0,1254068,DC v PBKS,DC,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,Avesh Khan,Avesh Khan,4,0,33,1,8.25,9,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2021.0,1254068,DC v PBKS,DC,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Arshdeep Singh,Arshdeep Singh,3,0,22,1,7.33,3,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2021.0,1254068,DC v PBKS,DC,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Mohammed Shami,Mohammed Shami,4,0,53,0,13.25,8,6,3,0,2,False,https://www.espncricinfo.com/ci/content/player/481896.html
2021.0,1254068,DC v PBKS,DC,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Jalaj S Saxena,Jalaj Saxena,3,0,27,0,9.00,5,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/237199.html
2021.0,1254068,DC v PBKS,DC,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,JA Richardson,Jhye Richardson,4,0,41,2,10.25,8,2,3,1,0,False,https://www.espncricinfo.com/ci/content/player/774223.html
2021.0,1254068,DC v PBKS,DC,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,DJ Hooda,Deepak Hooda,2,0,18,0,9.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2021.0,1254068,DC v PBKS,DC,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,RP Meredith,Riley Meredith,2.2,0,35,1,15.00,4,6,0,1,1,False,https://www.espncricinfo.com/ci/content/player/961713.html
2021.0,1254067,RCB v KKR,RCB,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Harbhajan Singh,Harbhajan Singh,4,0,38,0,9.50,10,4,2,1,1,False,https://www.espncricinfo.com/ci/content/player/29264.html
2021.0,1254067,RCB v KKR,RCB,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,CV Varun,Varun Chakravarthy,4,0,39,2,9.75,6,3,2,0,1,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2021.0,1254067,RCB v KKR,RCB,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Shakib Al Hasan,Shakib Al Hasan,2,0,24,0,12.00,2,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/56143.html
2021.0,1254067,RCB v KKR,RCB,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,PJ Cummins,Pat Cummins,4,0,34,1,8.50,6,3,0,2,0,False,https://www.espncricinfo.com/ci/content/player/489889.html
2021.0,1254067,RCB v KKR,RCB,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,M Prasidh Krishna,Prasidh Krishna,4,0,31,1,7.75,10,4,0,0,1,False,https://www.espncricinfo.com/ci/content/player/917159.html
2021.0,1254067,RCB v KKR,RCB,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,AD Russell,Andre Russell,2,0,38,0,19.00,3,5,2,2,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
